lf_num	auroc	aupr	bce_loss	sampled_lf_name	label_source	data_source	model	epochs	l2_param	lr_param
5	0.49032740738109615	0.39898802711704046	2.3891944885253906	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT	DaG_baseline	abstract	tune	250	1.2575	0.001
5	0.5625002743646812	0.4298930262243745	1.8249564170837402	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT	DaG_baseline	abstract	test	250	1.2575	0.001
5	0.4892085212943559	0.41359736994602314	16.475875854492188	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT	DaG_baseline	full_text	tune	250	0.01	0.001
5	0.5601078143451025	0.4563441767888971	11.551603317260742	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT	DaG_baseline	full_text	test	250	0.01	0.001
1	0.4922676979362768	0.4006797797355826	2.3775155544281006	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_LONG	DaG	abstract	tune	250	1.2575	0.001
1	0.5637579620630468	0.43058668400920563	1.8206334114074707	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_LONG	DaG	abstract	test	250	1.2575	0.001
1	0.49582637729549245	0.3999709398635666	2.397357702255249	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_BIOMARKERS	DaG	abstract	tune	250	1.2575	0.001
1	0.561108696701917	0.42298911898321634	1.847299575805664	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_BIOMARKERS	DaG	abstract	test	250	1.2575	0.001
1	0.4997313785386993	0.4166486013304943	16.143342971801758	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_PATHOGENESIS	DaG	abstract	tune	250	0.01	0.001
1	0.5652483110110229	0.4324695221871651	10.74123477935791	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_PATHOGENESIS	DaG	abstract	test	250	0.01	0.001
1	0.5014518878982701	0.4083002543244242	2.3745968341827393	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DaG_CELLULAR_ACTIVITY	DaG	abstract	tune	250	1.2575	0.001
1	0.5631960631960632	0.42616538148652366	1.8267765045166016	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DaG_CELLULAR_ACTIVITY	DaG	abstract	test	250	1.2575	0.001
1	0.5035475792988314	0.4079318371593774	10.382872581481934	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_SHORT	DaG	abstract	tune	250	0.01	0.001
1	0.5687711535169162	0.43359393147320674	5.109945297241211	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_SHORT	DaG	abstract	test	250	0.01	0.001
1	0.5035475792988314	0.4079318371593774	10.382872581481934	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_SHORT	DaG	abstract	tune	250	0.01	0.001
1	0.5687711535169162	0.43359393147320674	5.109945297241211	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_SHORT	DaG	abstract	test	250	0.01	0.001
1	0.49307800234433274	0.396527026370787	2.409938335418701	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_THERAPEUTIC	DaG	abstract	tune	250	1.2575	0.001
1	0.5614576885763327	0.4242400949067524	1.8550596237182617	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_THERAPEUTIC	DaG	abstract	test	250	1.2575	0.001
1	0.49043618797286254	0.39905668465128247	2.3891429901123047	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_CONCLUSION_TITLE	DaG	abstract	tune	250	1.2575	0.001
1	0.5632421564624954	0.4308165774459111	1.8270262479782104	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_CONCLUSION_TITLE	DaG	abstract	test	250	1.2575	0.001
1	0.5117483039107733	0.4226484341595899	2.4081838130950928	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_IS_BIOMARKER	DaG	abstract	tune	250	1.2575	0.001
1	0.5691420945658234	0.42859511111248255	1.8755731582641602	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_IS_BIOMARKER	DaG	abstract	test	250	1.2575	0.001
1	0.48956372322665437	0.39695084287905014	2.3845295906066895	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_CONTEXT_SWITCH	DaG	abstract	tune	250	1.2575	0.001
