lf_num	auroc	aupr	bce_loss	sampled_lf_name	label_source	data_source	model	epochs	l2_param	lr_param
1	0.4910888715234611	0.4013740990662363	2.4124271869659424	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_GENE_RECEIVERS	ALL	abstract	tune	500	1.2575	0.01
1	0.5602460941443993	0.43718487264441014	1.846835732460022	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_GENE_RECEIVERS	ALL	abstract	test	500	1.2575	0.01
1	0.4913885731538379	0.3981745064535637	2.4127087593078613	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_PROGRESSION	ALL	abstract	tune	500	1.2575	0.01
1	0.5627351305317406	0.4225890617869858	1.8516703844070435	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_PROGRESSION	ALL	abstract	test	500	1.2575	0.01
1	0.5060650729939971	0.40428613404634955	2.2172839641571045	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_IN_SERIES	ALL	abstract	tune	500	1.2575	0.01
1	0.5822677009117687	0.4421469592338136	1.6813089847564697	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_IN_SERIES	ALL	abstract	test	500	1.2575	0.01
1	0.494330089155685	0.4029520999659179	2.316497564315796	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_DISTANCE_LONG	ALL	abstract	tune	500	1.2575	0.01
1	0.5735582684735228	0.43206609459568324	1.7529833316802979	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_DISTANCE_LONG	ALL	abstract	test	500	1.2575	0.01
1	0.4945587503996022	0.39367418034966434	2.404921770095825	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_GG_BICLUSTER_BINDING	ALL	abstract	tune	500	1.2575	0.01
1	0.563378241344343	0.42658343733299864	1.8384077548980713	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_GG_BICLUSTER_BINDING	ALL	abstract	test	500	1.2575	0.01
1	0.5117483039107733	0.4226484341595899	2.4081780910491943	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_IS_BIOMARKER	ALL	abstract	tune	500	1.2575	0.01
1	0.5691420945658234	0.42859511111248255	1.8755686283111572	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_IS_BIOMARKER	ALL	abstract	test	500	1.2575	0.01
1	0.4888133591446738	0.3971125729928242	2.3932769298553467	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_GiG_DOWNREGULATES	ALL	abstract	tune	500	1.2575	0.01
1	0.5597566275532377	0.42740643890550556	1.8296576738357544	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_GiG_DOWNREGULATES	ALL	abstract	test	500	1.2575	0.01
1	0.4953290945902745	0.3978474705017317	2.4036312103271484	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_DRUG_TARGETS	ALL	abstract	tune	500	1.2575	0.01
1	0.5638699028529537	0.4224330987042826	1.8353843688964844	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_DRUG_TARGETS	ALL	abstract	test	500	1.2575	0.01
1	0.49139967321422223	0.39784620806889603	2.3936760425567627	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_BICLUSTER_ANTAGONISM	ALL	abstract	tune	500	1.2575	0.01
1	0.5629985206256393	0.43481674868121845	1.8293743133544922	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CG_BICLUSTER_ANTAGONISM	ALL	abstract	test	500	1.2575	0.01
1	0.4922676979362768	0.4006797797355826	2.3775081634521484	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_LONG	ALL	abstract	tune	500	1.2575	0.01
1	0.5637579620630468	0.43058668400920563	1.8206276893615723	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_DISTANCE_LONG	ALL	abstract	test	500	1.2575	0.01
1	0.4876345327318581	0.4368621107608941	17.99857521057129	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DaG_DISEASE_SAMPLE	ALL	abstract	tune	500	0.01	0.01
1	0.559960754876009	0.4579827168134749	12.808158874511719	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DaG_DISEASE_SAMPLE	ALL	abstract	test	500	0.01	0.01
1	0.492594039711576	0.3999876893457788	2.4270553588867188	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_OVEREXPRESSION	ALL	abstract	tune	500	1.2575	0.01
1	0.5581126343838209	0.4210315044632712	1.8628302812576294	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DG_BICLUSTER_OVEREXPRESSION	ALL	abstract	test	500	1.2575	0.01
1	0.491983536390438	0.396070658170241	2.4076061248779297	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CtD_WEAKLY_TREATS	ALL	abstract	tune	500	1.2575	0.01
1	0.5627921983854186	0.4329336970039568	1.832926869392395	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_CtD_WEAKLY_TREATS	ALL	abstract	test	500	1.2575	0.01
1	0.49256961957873047	0.40395576052502086	2.391324520111084	LF_HETNET_DISEASES,LF_HETNET_DOAF,LF_HETNET_DisGeNET,LF_HETNET_GWAS,LF_HETNET_DaG_ABSENT,LF_DaG_WEAK_ASSOCIATION	ALL	abstract	tune	500	1.2575	0.01
