lf_num	auroc	aupr	bce_loss	sampled_lf_name	label_source	data_source	model	epochs	l2_param	lr_param
1	0.6866878094059407	0.5078897118966079	2.7921433448791504	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CD_BICLUSTER_DISEASE_ROLE	ALL	abstract	tune	500	0.01	0.01
1	0.504533321060383	0.3284199857254814	0.8744255304336548	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CD_BICLUSTER_DISEASE_ROLE	ALL	abstract	test	500	0.01	0.01
1	0.6908776815181519	0.5226440828667703	2.790182590484619	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_GENE_RECEIVERS	ALL	abstract	tune	500	0.01	0.01
1	0.5280628681885126	0.33987114938201896	0.8726494312286377	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_GENE_RECEIVERS	ALL	abstract	test	500	0.01	0.01
1	0.7070699257425743	0.5264315595237024	2.790027141571045	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_METHOD_DESC	ALL	abstract	tune	500	0.01	0.01
1	0.5822671207658321	0.3504235500641293	0.8707027435302734	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_METHOD_DESC	ALL	abstract	test	500	0.01	0.01
1	0.6941909034653466	0.508570211529187	0.7224186062812805	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_DISTANCE_SHORT	ALL	abstract	tune	500	1.2575	0.01
1	0.5252094072164949	0.32732130253857394	0.6905384659767151	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_DISTANCE_SHORT	ALL	abstract	test	500	1.2575	0.01
1	0.6818404496699669	0.5205363234998996	2.7957940101623535	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_ENHANCES	ALL	abstract	tune	500	0.01	0.01
1	0.5280628681885126	0.33987114938201896	0.873192310333252	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_ENHANCES	ALL	abstract	test	500	0.01	0.01
1	0.6869843234323432	0.5066494062338006	2.7943098545074463	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_BICLUSTER_REGULATION	ALL	abstract	tune	500	0.01	0.01
1	0.5113217967599412	0.3219222432802625	0.8736773729324341	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_BICLUSTER_REGULATION	ALL	abstract	test	500	0.01	0.01
1	0.6861850247524753	0.5132532965676913	2.7945737838745117	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_INCREASES_EXPRESSION	ALL	abstract	tune	500	0.01	0.01
1	0.5211823453608248	0.33722161185167837	0.8732401728630066	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_INCREASES_EXPRESSION	ALL	abstract	test	500	0.01	0.01
1	0.6843543729372937	0.5209383024733072	2.795382261276245	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_CELL_PRODUCTION	ALL	abstract	tune	500	0.01	0.01
1	0.5317447533136966	0.33844473933834035	0.8729614019393921	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_CELL_PRODUCTION	ALL	abstract	test	500	0.01	0.01
1	0.6838258044554456	0.532518210316238	0.7840818166732788	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_BICLUSTER_OVEREXPRESSION	ALL	abstract	tune	500	1.2575	0.01
1	0.5449074926362297	0.339759034443817	0.6454271078109741	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_BICLUSTER_OVEREXPRESSION	ALL	abstract	test	500	1.2575	0.01
1	0.6800355816831682	0.5241122723509933	2.782806396484375	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_NO_CONCLUSION	ALL	abstract	tune	500	0.01	0.01
1	0.5221373343151694	0.3388307453416149	0.8727201223373413	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_NO_CONCLUSION	ALL	abstract	test	500	0.01	0.01
1	0.6805383663366337	0.5246167218543046	2.7961087226867676	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_ANTIBODY	ALL	abstract	tune	500	0.01	0.01
1	0.5245075478645066	0.33924439996008876	0.8731521964073181	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_ANTIBODY	ALL	abstract	test	500	0.01	0.01
1	0.6927856848184819	0.5262168711967855	2.795525550842285	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_METHOD_DESC	ALL	abstract	tune	500	0.01	0.01
1	0.5368418630338734	0.33838908606921037	0.8732558488845825	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_METHOD_DESC	ALL	abstract	test	500	0.01	0.01
1	0.6891114892739274	0.5223426635159503	2.7952158451080322	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_SIGNALING	ALL	abstract	tune	500	0.01	0.01
1	0.5231383468335788	0.33545949358004074	0.8734716773033142	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_SIGNALING	ALL	abstract	test	500	0.01	0.01
1	0.6891114892739274	0.5223426635159503	2.7952158451080322	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_SIGNALING	ALL	abstract	tune	500	0.01	0.01
1	0.5231383468335788	0.33545949358004074	0.8734716773033142	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_BICLUSTER_SIGNALING	ALL	abstract	test	500	0.01	0.01
1	0.6867264851485148	0.501242052509449	2.7960283756256104	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_BICLUSTER_AFF_EXPRESSION	ALL	abstract	tune	500	0.01	0.01
1	0.4899668630338734	0.3181927169946585	0.8736186623573303	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_CG_BICLUSTER_AFF_EXPRESSION	ALL	abstract	test	500	0.01	0.01
1	0.6915738448844885	0.39870228568800586	2.813246011734009	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_NO_VERB	ALL	abstract	tune	500	0.01	0.01
1	0.5726942194403535	0.3332718015992004	0.8712051510810852	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_NO_VERB	ALL	abstract	test	500	0.01	0.01
1	0.6838515882838284	0.5208572517230682	2.7941694259643555	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DaG_NO_ASSOCIATION	ALL	abstract	tune	500	0.01	0.01
1	0.5292479749631811	0.34008175748736386	0.8722230195999146	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DaG_NO_ASSOCIATION	ALL	abstract	test	500	0.01	0.01
1	0.6968079620462048	0.5298981213296116	2.7838826179504395	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_IS_BIOMARKER	ALL	abstract	tune	500	0.01	0.01
1	0.5705656296023565	0.3452156024118266	0.8615076541900635	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_IS_BIOMARKER	ALL	abstract	test	500	0.01	0.01
1	0.6850634282178218	0.5253315894714126	2.7943050861358643	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_CONTEXT_SWITCH	ALL	abstract	tune	500	0.01	0.01
1	0.5256926546391752	0.33945247572390863	0.8729093670845032	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_CONTEXT_SWITCH	ALL	abstract	test	500	0.01	0.01
1	0.7051490305280528	0.5142903859697332	2.7860605716705322	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_IN_SERIES	ALL	abstract	tune	500	0.01	0.01
1	0.5529040868924889	0.3310525838571142	0.8710898756980896	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_IN_SERIES	ALL	abstract	test	500	0.01	0.01
1	0.6924891707920792	0.5284341082835831	0.7375982999801636	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_DISTANCE_SHORT	ALL	abstract	tune	500	1.2575	0.01
1	0.5285115979381443	0.33214127421462486	0.667831301689148	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GG_DISTANCE_SHORT	ALL	abstract	test	500	1.2575	0.01
1	0.6805383663366337	0.5246167218543046	2.796091079711914	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_PARENTHESIS	ALL	abstract	tune	500	0.01	0.01
1	0.5209522275405007	0.3313336568322981	0.8735570311546326	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_PARENTHESIS	ALL	abstract	test	500	0.01	0.01
1	0.6850634282178218	0.5253315894714126	2.7943050861358643	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_CONTEXT_SWITCH	ALL	abstract	tune	500	0.01	0.01
1	0.5256926546391752	0.33945247572390863	0.8729093670845032	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_DG_CONTEXT_SWITCH	ALL	abstract	test	500	0.01	0.01
1	0.6805383663366337	0.5246167218543046	2.78279709815979	LF_HETNET_PHARMACOTHERAPYDB,LF_HETNET_CD_ABSENT,LF_GiG_REGULATION	ALL	abstract	tune	500	0.01	0.01
